Date of Launch,Geographic Coordinate,COSPAR Number,NORAD Number,Current Official Name of Satellite,Launch Site,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Launch Vehicle,Expected Lifetime (yrs.),Contractor,Country of Contractor,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Comments,Unnamed: 27,Source Used for Orbital Data,lat,lon,date,weathercode,temperature_2m_mean,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,cloudcover_mean,relative_humidity_2m_mean,weather_summary,Launch Year,year
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049AM,52486,Starlink-3918 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049AP,52488,Starlink-3892 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049D,52454,Starlink-3888 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049Q,52465,Starlink-3863 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",-=022-049J,52459,Starlink-3856 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049BE,52503,Starlink-3861 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049AH,52482,Starlink-3813 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049AD,52478,Starlink-3825 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049U,52469,Starlink-3828 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049AB,52476,Starlink-3835 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049AF,52480,Starlink-3839 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049R,52466,Starlink-3840 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049W,52471,Starlink-3862 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049Z,52474,Starlink-3855 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049AG,52481,Starlink-3842 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049BD,52502,Starlink-3912 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049AV,52494,Starlink-3857 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049V,52470,Starlink-3859 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049AC,52477,Starlink-3860 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-06,"(28.478816053592052, -80.57606021672525)",2022-049AL,52485,Starlink-3913 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,539.0,541.0,0.0001447178002894356,53.2,95.4,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2022-05-06,51,27.2,0.2,1.0,26.9,47.2,62,70,Lluvia ligera,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051C,52535,Starlink-3958 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AF,52562,Starlink-3957 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AD,52560,Starlink-3956 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AE,52561,Starlink-3955 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AM,52568,Starlink-3930 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051D,52536,Starlink-3964 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AB,52558,Starlink-3954 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051R,52548,Starlink-3931 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AC,52559,Starlink-3953 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051T,52550,Starlink-3965 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051B,52534,Starlink-3952 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051BE,52588,Starlink-3917 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051A,52533,Starlink-3951 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AH,52564,Starlink-3959 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AX,52581,Starlink-3915 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AS,52576,Starlink-3932 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AL,52567,Starlink-3929 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051L,52543,Starlink-3926 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051F,52538,Starlink-3933 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051S,52549,Starlink-3935 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AP,52570,Starlink-3924 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051K,52542,Starlink-3937 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AK,52566,Starlink-3938 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051N,52545,Starlink-3939 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051H,52540,Starlink-3940 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AG,52563,Starlink-3942 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AA,52557,Starlink-3943 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051BA,52584,Starlink-3922 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051M,52544,Starlink-3944 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AR,52575,Starlink-3920 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051P,52546,Starlink-3948 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AN,52569,Starlink-3927 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AW,52580,Starlink-3919 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051Y,52555,Starlink-3949 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051V,52552,Starlink-3966 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051BC,52586,Starlink-3910 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051X,52554,Starlink-3770 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051Z,52556,Starlink-3763 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051G,52539,Starlink-3757 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AU,52578,Starlink-3833 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051AT,52577,Starlink-3836 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
2022-05-13,"(34.74738558053763, -120.57287382598979)",2022-051J,52541,Starlink-3845 ,Vandenberg AFB,USA,USA,SpaceX,Falcon 9,4.0,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,538.0,541.0,0.00021709240900209855,53.2,95.4,260.0,,,,,Estimated,34.74738558053763,-120.57287382598979,2022-05-13,0,16.5,0.0,0.0,24.2,59.4,0,47,Soleado,2022,2022
